category,reviews,size,installs,price,suitable_for,last_update,latest_ver,app_id,popularity
TRAVEL_AND_LOCAL,359560,Varies with device,"10,000,000+",0,Everyone,"August 2, 2018",Varies with device,588,High
FAMILY,1012,12M,"100,000+",0,Teen,"February 24, 2018",2.0,7689,Low
PERSONALIZATION,8,3.1M,"1,000+",0,Everyone,"January 11, 2018",1.0,5438,High
FINANCE,1057,4.5M,"50,000+",0,Everyone,"July 6, 2018",1.7,8196,High
PHOTOGRAPHY,527247,Varies with device,"50,000,000+",0,Everyone,"February 1, 2018",1.6.1,6968,High
GAME,568391,5.2M,"5,000,000+",0,Teen,"July 1, 2014",4.3.1,3735,High
HEALTH_AND_FITNESS,2885,Varies with device,"100,000+",0,Everyone,"June 19, 2012",Varies with device,7417,High
SOCIAL,8936,Varies with device,"500,000+",0,Everyone,"May 18, 2017",Varies with device,1675,Low
MEDICAL,16,7.8M,"5,000+",0,Everyone,"March 20, 2018",1.3.0,6675,Low
BUSINESS,7149,11M,"1,000,000+",0,Everyone,"July 31, 2018",2.6.158,498,High
NEWS_AND_MAGAZINES,11908,5.5M,"1,000,000+",0,Everyone,"July 1, 2018",8.3,1535,High
FAMILY,61230,Varies with device,"10,000,000+",0,Teen,"July 19, 2018",Varies with device,5028,Low
TOOLS,145,5.2M,"50,000+",0,Everyone,"May 15, 2018",1.0.7,6665,Low
FINANCE,18,3.4M,"10,000+",0,Everyone,"January 21, 2017",1.1,3227,High
SPORTS,1802,9.8M,"100,000+",0,Everyone,"June 21, 2018",1.4,4644,High
DATING,35,16M,"1,000+",0,Mature 17+,"July 16, 2018",2.4,4619,Low
LIFESTYLE,1133393,Varies with device,"10,000,000+",0,Everyone,"July 3, 2018",Varies with device,6368,High
TRAVEL_AND_LOCAL,114,10M,"10,000+",0,Everyone,"October 31, 2016",2.0,3147,Low
PRODUCTIVITY,5,11M,100+,0,Everyone,"May 30, 2018",1.0.1,2060,High
FAMILY,13519,51M,"1,000,000+",0,Everyone,"July 27, 2018",2.18,1734,High
LIFESTYLE,10,3.4M,500+,0,Everyone,"August 31, 2015",1.0.0,431,High
FAMILY,19245,25M,"1,000,000+",0,Everyone,"March 28, 2018",1.3,8572,High
LIFESTYLE,29,3.2M,"1,000+",0,Everyone,"July 25, 2018",1.3,1129,High
EDUCATION,27572,25M,"5,000,000+",0,Everyone,"October 25, 2017",3.0,144,Low
TOOLS,8484,1.7M,"1,000,000+",0,Everyone,"July 22, 2018",0.15.2,4462,High
BUSINESS,125,5.0M,"10,000+",0,Everyone,"December 28, 2015",2.0,7451,Low
FAMILY,5546,85M,"100,000+",0,Everyone,"June 15, 2018",1.21,5906,High
GAME,5682,37M,"50,000+",$1.99,Everyone,"March 2, 2017",1.1.5,7281,High
FAMILY,4,23M,10+,$14.99,Teen,"January 24, 2018",1.03,2500,High
SOCIAL,1259075,62M,"10,000,000+",0,Teen,"July 20, 2018",1.8.19179,698,High
LIFESTYLE,2954,Varies with device,"100,000+",0,Mature 17+,"July 17, 2018",Varies with device,5918,High
GAME,344819,51M,"5,000,000+",0,Teen,"October 18, 2016",1.4,7485,High
TOOLS,2158,3.0M,"100,000+",0,Everyone,"March 7, 2018",2.0,704,High
ENTERTAINMENT,1968,21M,"500,000+",0,Everyone,"May 24, 2018",3.3.1.41,8741,Low
GAME,990491,75M,"10,000,000+",0,Everyone,"May 24, 2018",1.0.27,9290,High
COMMUNICATION,10341,6.9M,"500,000+",0,Everyone,"July 5, 2018",5.2.4,996,High
HEALTH_AND_FITNESS,5,14M,100+,0,Everyone,"July 2, 2018",1.0.1,1848,High
GAME,3039889,18M,"10,000,000+",0,Mature 17+,"June 27, 2018",1.18.2,5971,High
FAMILY,2167,13M,"100,000+",0,Everyone,"August 6, 2018",1.1.5,3211,High
FAMILY,5262,26M,"100,000+",0,Everyone,"March 23, 2016",1.1.2,210,High
NEWS_AND_MAGAZINES,11657972,Varies with device,"500,000,000+",0,Mature 17+,"July 30, 2018",Varies with device,8645,High
HEALTH_AND_FITNESS,18604,15M,"1,000,000+",0,Everyone,"May 2, 2018",1.0.0.9,465,High
ENTERTAINMENT,58028,17M,"5,000,000+",0,Teen,"July 5, 2018",4.18.1,8387,High
HOUSE_AND_HOME,5,13M,"1,000+",0,Everyone,"June 2, 2018",1.0,7104,Low
FAMILY,2683,20M,"50,000+",0,Everyone 10+,"January 23, 2014",1.0,1505,High
MAPS_AND_NAVIGATION,124,3.4M,"1,000+",0,Everyone,"March 26, 2018",Varies with device,1151,High
LIFESTYLE,23966,872k,"1,000,000+",$5.99,Everyone,"June 27, 2018",20180608,7854,High
FAMILY,131,2.0M,"5,000+",0,Everyone,"November 17, 2016",3.3.1,1343,High
TOOLS,7,3.2M,100+,0,Everyone,"June 6, 2018",1.2.1,4966,Low
PHOTOGRAPHY,7594559,34M,"100,000,000+",0,Teen,"August 6, 2018",9.40.3,6998,High
DATING,2506,6.1M,"500,000+",0,Mature 17+,"June 15, 2017",3.0.0,2473,High
PERSONALIZATION,595120,Varies with device,"10,000,000+",0,Everyone,"July 10, 2018",Varies with device,9506,High
COMMUNICATION,27156,66M,"5,000,000+",0,Everyone,"July 28, 2018",42.0.0.2059,6185,High
HEALTH_AND_FITNESS,75571,Varies with device,"1,000,000+",0,Everyone,"August 3, 2018",7.2.5,7748,High
COMICS,1677,40M,"100,000+",0,Everyone,"May 26, 2018",1.7.7,4403,High
PERSONALIZATION,2910,2.3M,"500,000+",0,Everyone,"January 24, 2016",1.0.0,8856,High
COMMUNICATION,298041,Varies with device,"10,000,000+",0,Everyone,"July 3, 2018",Varies with device,7174,High
FINANCE,251,5.7M,"50,000+",0,Everyone,"October 12, 2017",1.0.5,780,Low
FAMILY,111741,66M,"5,000,000+",0,Teen,"February 27, 2018",5.4,3442,High
PERSONALIZATION,23,5.9M,"1,000+",0,Everyone,"July 16, 2018",2.0,8942,Low
MEDICAL,8,6.5M,100+,$12.99,Everyone,"July 25, 2018",7,2400,High
COMMUNICATION,11,5.2M,"1,000+",0,Everyone,"July 26, 2018",2.0.1,2955,Low
TOOLS,1186,6.4M,"50,000+",0,Unrated,"February 27, 2012",1.3,2848,High
COMMUNICATION,166,2.0M,"5,000+",$4.99,Everyone,"March 14, 2017",1.52,6311,Low
PHOTOGRAPHY,201,2.5M,"10,000+",0,Everyone,"May 2, 2017",2.1,4187,Low
GAME,41759,12M,"1,000,000+",0,Everyone,"January 19, 2014",2.4.4,6361,High
PRODUCTIVITY,6205,Varies with device,"100,000+",0,Everyone,"February 5, 2018",Varies with device,1626,High
GAME,4575,3.8M,"500,000+",0,Everyone,"October 7, 2017",1.24,8663,Low
AUTO_AND_VEHICLES,4806,35M,"1,000,000+",0,Everyone,"July 31, 2018",4.0.3,7592,Low
FAMILY,70105,67M,"10,000,000+",0,Everyone,"June 6, 2018",1.0.3,6683,Low
TRAVEL_AND_LOCAL,16973,Varies with device,"5,000,000+",0,Everyone,"July 18, 2018",Varies with device,693,Low
SOCIAL,14,Varies with device,"1,000+",0,Everyone,"May 3, 2018",Varies with device,2002,Low
FAMILY,9465,43M,"500,000+",0,Everyone,"July 8, 2018",0.4.6,4042,High
FAMILY,59917,92M,"5,000,000+",0,Everyone,"July 31, 2018",2.3,8227,High
SPORTS,5517,5.2M,"500,000+",0,Everyone,"April 3, 2018",6.9.12,8464,High
PRODUCTIVITY,4,31M,100+,0,Everyone,"June 25, 2018",3.3.8,8542,High
NEWS_AND_MAGAZINES,146,3.0M,"10,000+",0,Everyone,"July 16, 2016",2.4,5444,High
VIDEO_PLAYERS,1276,4.6M,"100,000+",0,Everyone,"December 14, 2017",1.0,3836,High
VIDEO_PLAYERS,436170,Varies with device,"10,000,000+",0,Teen,"June 28, 2018",Varies with device,9229,High
SPORTS,91033,Varies with device,"5,000,000+",0,Everyone,"August 4, 2018",Varies with device,1934,High
FAMILY,859,5.3M,"100,000+",0,Teen,"February 18, 2017",0.0.2,1648,Low
PERSONALIZATION,49657,8.7M,"5,000,000+",0,Everyone,"August 6, 2018",3.6.21_pre,9177,High
FAMILY,4,29M,500+,0,Everyone,"January 25, 2018",6.0.2,318,High
TRAVEL_AND_LOCAL,89,Varies with device,"1,000+",0,Everyone,"February 21, 2017",Varies with device,1048,High
FAMILY,922,552k,"50,000+",0,Everyone,"September 20, 2014",1.1,4296,High
LIFESTYLE,1140,746k,"100,000+",0,Everyone,"December 3, 2011",0.11,1413,Low
DATING,8,14M,"1,000+",0,Mature 17+,"July 29, 2018",1.4.0,8570,Low
FAMILY,83977,11M,"500,000+",0,Everyone,"November 8, 2012",1.2.2,3652,High
FINANCE,1992,24M,"50,000+",0,Everyone,"June 20, 2018",3000.5.3532,3895,High
BEAUTY,4354,42M,"100,000+",0,Teen,"August 6, 2018",2.5.1,4411,Low
SPORTS,426,21M,"5,000+",$1.99,Everyone,"June 1, 2016",2.2.3,1456,High
NEWS_AND_MAGAZINES,3,5.7M,100+,0,Everyone,"May 26, 2018",1.2,2888,High
FAMILY,14145,5.9M,"1,000,000+",0,Everyone,"June 8, 2016",1.0.9,9332,Low
FAMILY,1185,3.9M,"100,000+",0,Everyone,"April 11, 2017",5.3.0,3265,Low
SHOPPING,8,18M,"1,000+",0,Everyone,"May 3, 2018",1.5,2599,Low
MEDICAL,65,37M,"10,000+",0,Everyone,"April 5, 2018",10.4.1.000_00,6547,High
TOOLS,60,18M,"10,000+",0,Everyone,"August 4, 2018",2.1.20180804_01,8229,Low
FOOD_AND_DRINK,35218,34M,"1,000,000+",0,Everyone,"August 2, 2018",7.12,7713,High
GAME,391325,43M,"10,000,000+",0,Everyone,"June 20, 2018",1.131.2,5381,High
SPORTS,60,24M,"1,000+",$1.99,Everyone,"March 7, 2014",1.03,4250,High
BUSINESS,10,Varies with device,100+,0,Everyone,"April 28, 2017",Varies with device,3706,High
PRODUCTIVITY,25427,9.2M,"1,000,000+",0,Everyone,"January 5, 2018",18.0,6005,High
FAMILY,128,3.2M,"10,000+",0,Everyone,"July 9, 2018",1.3,4011,High
FAMILY,12414,13M,"1,000,000+",0,Everyone,"August 4, 2017",1.0.0,2606,Low
ENTERTAINMENT,60841,Varies with device,"5,000,000+",0,Teen,"July 26, 2018",Varies with device,4278,Low
HEALTH_AND_FITNESS,267,Varies with device,"50,000+",0,Teen,"August 1, 2018",Varies with device,9300,High
SPORTS,1238,9.5M,"100,000+",0,Everyone,"January 15, 2018",3.0,995,High
TRAVEL_AND_LOCAL,16980,Varies with device,"5,000,000+",0,Everyone,"July 18, 2018",Varies with device,693,Low
FAMILY,3478,Varies with device,"500,000+",0,Everyone,"August 6, 2018",33.0.0.22.76,6160,High
NEWS_AND_MAGAZINES,905,4.0M,"50,000+",0,Everyone,"July 30, 2018",2.2.2.1,8149,High
GAME,278,2.4M,"10,000+",0,Teen,"February 11, 2017",1.0,9038,Low
PHOTOGRAPHY,2418158,Varies with device,"100,000,000+",0,Everyone,"July 12, 2018",Varies with device,2793,High
HOUSE_AND_HOME,3522,15M,"100,000+",0,Everyone,"August 2, 2018",3.10.8,92,High
PRODUCTIVITY,25370,Varies with device,"1,000,000+",0,Everyone,"August 6, 2018",Varies with device,8468,High
BUSINESS,70991,Varies with device,"5,000,000+",0,Everyone,"July 24, 2018",2.19.0.204537701,4932,High
FAMILY,5178,20M,"1,000,000+",0,Everyone,"October 10, 2017",1.7,6724,High
COMMUNICATION,4188345,16M,"100,000,000+",0,Everyone,"July 18, 2018",5.29.3,9194,High
TOOLS,32,2.7M,"1,000+",0,Everyone,"June 15, 2018",1.11,4694,High
FAMILY,66740,23M,"1,000,000+",0,Everyone,"July 8, 2016",2.4.4,4873,High
FAMILY,33,6.7M,"5,000+",0,Everyone,"January 27, 2017",1.5,2185,High
SHOPPING,44071,56M,"5,000,000+",0,Everyone,"July 19, 2018",5.10,8375,High
GAME,937,35M,"10,000+",0,Everyone,"October 19, 2017",2.14.5e,8713,High
FAMILY,11950,19M,"5,000,000+",0,Everyone,"July 12, 2018",6.1,1389,High
PRODUCTIVITY,22,2.4M,"5,000+",0,Everyone,"July 22, 2018",1.2.1,951,High
LIBRARIES_AND_DEMO,45,842k,"5,000+",0,Everyone,"February 5, 2017",2.3.2,1197,High
SOCIAL,2036,6.8M,"100,000+",0,Everyone,"May 20, 2018",1.72,4605,High
HEALTH_AND_FITNESS,134195,Varies with device,"10,000,000+",0,Everyone,"June 14, 2018",Varies with device,3168,High
TOOLS,56848,9.6M,"1,000,000+",0,Everyone,"May 18, 2018",1.6.11,4392,High
PRODUCTIVITY,84,23M,"1,000+",$4.29,Mature 17+,"April 29, 2016",2.3.9,9548,High
COMMUNICATION,697939,Varies with device,"10,000,000+",0,Everyone,"July 18, 2018",7.3(823181),5330,High
FAMILY,32600,26M,"1,000,000+",0,Everyone,"February 22, 2017",1.4.10,6849,Low
WEATHER,54090,4.0M,"5,000,000+",0,Everyone,"February 28, 2018",6.6,7324,High
PERSONALIZATION,10401,3.3M,"1,000,000+",0,Everyone,"October 27, 2017",7.5,9114,High
BUSINESS,2,25M,100+,0,Everyone,"February 13, 2017",1.0,6149,High
FAMILY,49,6.6M,"10,000+",0,Everyone,"March 21, 2018",2.3,2260,High
MAPS_AND_NAVIGATION,25,5.8M,"1,000+",0,Everyone,"August 6, 2018",2.10.0,3765,Low
BOOKS_AND_REFERENCE,659,5.0M,"10,000+",0,Everyone,"August 28, 2017",4.4.5,1739,High
FINANCE,706302,Varies with device,"10,000,000+",0,Everyone,"July 31, 2018",Varies with device,2737,High
FAMILY,203101,Varies with device,"5,000,000+",0,Everyone,"May 31, 2018",Varies with device,1528,High
GAME,45558,53M,"5,000,000+",0,Everyone 10+,"May 24, 2018",1.1.9,7879,High
LIFESTYLE,86,29M,"10,000+",0,Everyone,"July 17, 2018",3.0.3,7991,Low
BUSINESS,16422,28M,"1,000,000+",0,Everyone,"August 1, 2018",10.46.2,5419,High
FAMILY,514088,83M,"10,000,000+",0,Everyone,"May 30, 2018",3.200.18289,3304,High
PERSONALIZATION,16,3.7M,"1,000+",0,Everyone,"August 1, 2018",2.3.0,720,High
FAMILY,44636,Varies with device,"1,000,000+",0,Everyone,"January 23, 2017",Varies with device,4517,Low
HEALTH_AND_FITNESS,4015,7.7M,"1,000,000+",0,Mature 17+,"April 27, 2017",6.0,1397,High
FINANCE,129304,Varies with device,"5,000,000+",0,Everyone,"August 2, 2018",Varies with device,6224,High
BOOKS_AND_REFERENCE,41608,49M,"1,000,000+",0,Everyone,"November 5, 2017",1.1.7,604,High
VIDEO_PLAYERS,70,14M,"1,000+",0,Everyone,"July 7, 2018",1.9,6343,High
PRODUCTIVITY,22,26M,"1,000+",0,Everyone,"November 2, 2017",1.5,7178,High
FAMILY,1842381,Varies with device,"50,000,000+",0,Teen,"July 31, 2018",Varies with device,3992,High
PHOTOGRAPHY,8,2.4M,"1,000+",0,Everyone,"November 21, 2017",1.0,5785,Low
FAMILY,488039,58M,"10,000,000+",0,Teen,"November 15, 2017",1.0.175,1471,High
FAMILY,174,5.6M,"50,000+",0,Everyone,"June 29, 2016",1.0.3,410,Low
HEALTH_AND_FITNESS,95201,61M,"5,000,000+",0,Everyone,"July 9, 2018",2.4.1,4481,High
BUSINESS,2,14M,"1,000+",0,Teen,"August 5, 2018",1.1,5491,High
PERSONALIZATION,88,66M,"1,000+",$0.99,Everyone,"July 26, 2018",8.0,4117,High
WEATHER,892,17M,"10,000+",0,Everyone,"July 17, 2018",1.1,5858,High
GAME,23,37M,"1,000+",$0.99,Everyone,"December 27, 2017",2.2.1,2520,Low
LIFESTYLE,4082,318k,"500,000+",0,Everyone,"October 16, 2014",1.0,6322,Low
GAME,5829,70M,"100,000+",0,Teen,"July 26, 2018",1.8.2,6083,High
EDUCATION,6290507,Varies with device,"100,000,000+",0,Everyone,"August 1, 2018",Varies with device,3504,High
FAMILY,3502,61M,"500,000+",0,Teen,"September 11, 2016",1.3,7093,Low
TOOLS,1298,3.4M,"100,000+",0,Everyone,"February 20, 2018",1.0,161,Low
COMMUNICATION,560,37M,"10,000+",0,Everyone,"July 25, 2018",1.0.21,2557,Low
PHOTOGRAPHY,19232,28M,"1,000,000+",0,Everyone,"August 6, 2018",7.4.2,8536,High
TOOLS,48,3.3M,"10,000+",0,Everyone,"April 21, 2016",0.0.2,8569,Low
COMMUNICATION,9,780k,100+,$0.99,Everyone,"May 19, 2015",1.2,2246,Low
TOOLS,136874,Varies with device,"10,000,000+",0,Everyone,"June 25, 2018",Varies with device,9272,High
PERSONALIZATION,51145,6.2M,"10,000,000+",0,Everyone,"June 28, 2018",1,7807,High
HEALTH_AND_FITNESS,24094,18M,"1,000,000+",0,Everyone,"July 9, 2018",3.3.0(1),6458,High
TOOLS,56,2.0M,"1,000+",$0.99,Everyone,"June 5, 2014",1.1.0.0,3111,High
BOOKS_AND_REFERENCE,54,2.8M,"10,000+",0,Everyone,"December 24, 2017",1.11,7267,Low
COMMUNICATION,474,3.0M,"50,000+",0,Everyone,"August 5, 2016",0.0.5,1003,High
PERSONALIZATION,12008,6.1M,"1,000,000+",0,Everyone,"May 27, 2016",5.0,5715,High
LIFESTYLE,665,3.0M,"500,000+",0,Everyone,"August 4, 2018",2.0,1506,High
GAME,3093932,Varies with device,"10,000,000+",0,Everyone,"July 13, 2018",1.8.0.900,5224,High
GAME,7718,46M,"100,000+",0,Everyone,"August 2, 2018",1.0-a22936.127,814,High
PERSONALIZATION,29540,4.3M,"1,000,000+",0,Everyone,"June 15, 2016",2.0,8440,High
SOCIAL,78128208,Varies with device,"1,000,000,000+",0,Teen,"August 3, 2018",Varies with device,4328,High
PRODUCTIVITY,182,7.0M,"50,000+",0,Everyone,"April 28, 2018",1.0.1,6353,High
FAMILY,1380,6.9M,"500,000+",0,Everyone,"July 18, 2018",1.6,4865,Low
FAMILY,143087,69M,"1,000,000+",0,Everyone 10+,"July 12, 2018",1.9.22,5782,High
GAME,164,22M,"10,000+",0,Everyone,"March 20, 2015",1.0.1,228,Low
FAMILY,11,9.4M,"1,000+",0,Everyone,"January 10, 2016",0.0.1,7563,High
GAME,1242855,27M,"50,000,000+",0,Teen,"July 18, 2018",3.0.0,5284,High
SOCIAL,374,20M,"50,000+",0,Everyone,"July 30, 2018",T4.6.5-tl2.0.1,4895,High
PRODUCTIVITY,298854,Varies with device,"10,000,000+",0,Everyone,"August 5, 2018",Varies with device,769,High
LIFESTYLE,1,1.2M,10+,$3.04,Everyone,"May 29, 2016",1.2,155,High
BOOKS_AND_REFERENCE,203130,Varies with device,"10,000,000+",0,Everyone,"June 28, 2018",Varies with device,4121,High
TOOLS,17,523k,"1,000+",0,Everyone,"October 10, 2014",1.8 (2014-10-10 11:10:51 +0400),3970,Low
GAME,652,30M,"10,000+",0,Everyone,"February 24, 2016",1.0,205,High
TOOLS,54063,16M,"5,000,000+",0,Everyone,"June 1, 2018",2.7.2,6951,High
PRODUCTIVITY,480638,Varies with device,"100,000,000+",0,Everyone,"July 22, 2018",16.0.10325.20024,6190,High
FOOD_AND_DRINK,129737,Varies with device,"1,000,000+",0,Teen,"August 3, 2018",Varies with device,3218,High
GAME,38207,15M,"100,000+",$9.99,Teen,"October 19, 2015",1.0.6,8015,High
DATING,97684,7.9M,"1,000,000+",0,Mature 17+,"July 10, 2018",1.230,4626,High
GAME,2113,67M,"100,000+",0,Everyone 10+,"April 23, 2018",Varies with device,7815,High
ENTERTAINMENT,14807,19M,"1,000,000+",0,Teen,"July 8, 2018",11.45.0,1018,High
PRODUCTIVITY,17955,3.8M,"1,000,000+",0,Everyone,"May 23, 2018",1.7.9,5880,High
ENTERTAINMENT,88185,Varies with device,"10,000,000+",0,Mature 17+,"June 20, 2018",Varies with device,7609,High
EDUCATION,2363,6.6M,"100,000+",0,Everyone,"November 17, 2016",2.48,7565,High
PHOTOGRAPHY,3368705,Varies with device,"100,000,000+",0,Everyone,"July 16, 2018",4.47,2362,High
HEALTH_AND_FITNESS,35,2.4M,"1,000+",$7.99,Everyone,"August 8, 2018",1.9.3,4393,High
FAMILY,7812,27M,"50,000+",$19.99,Everyone 10+,"April 4, 2017",1.1.4,3016,High
FAMILY,729,30M,"100,000+",0,Everyone,"March 9, 2018",4.6.12c,4142,Low
FAMILY,19,2.5M,"1,000+",0,Teen,"June 17, 2015",4.5,1020,High
TOOLS,36,3.1M,"10,000+",0,Everyone,"October 24, 2016",1.16,1278,High
LIFESTYLE,6676,6.2M,"1,000,000+",0,Everyone,"February 21, 2018",3.0,5961,High
PHOTOGRAPHY,70189,13M,"5,000,000+",0,Teen,"August 11, 2015",4.0.10,6370,High
PERSONALIZATION,1042,404k,"100,000+",0,Everyone,"August 5, 2014",3.0.0,9184,Low
PERSONALIZATION,5,8.8M,500+,0,Mature 17+,"February 11, 2018",1.0,282,High
COMICS,9952,38M,"500,000+",0,Everyone 10+,"July 31, 2018",4.3.0,1809,High
TOOLS,543,26M,"10,000+",0,Everyone,"June 5, 2018",1.2.1009.695,3278,High
COMMUNICATION,1429035,Varies with device,"100,000,000+",0,Everyone,"July 25, 2018",37.0.0.7.163,6162,High
FAMILY,285,25M,"10,000+",0,Everyone,"January 5, 2018",1.0.5,8084,High
MEDICAL,102,1.2M,"10,000+",0,Everyone,"July 9, 2017",1.2,5802,Low
TOOLS,87055,Varies with device,"10,000,000+",0,Everyone,"January 3, 2017",Varies with device,7428,High
GAME,1418,26M,"10,000+",0,Teen,"May 30, 2018",1.2.1,8324,High
SOCIAL,1259723,76M,"50,000,000+",0,Mature 17+,"August 3, 2018",Varies with device,6126,High
COMMUNICATION,10790092,Varies with device,"500,000,000+",0,Everyone,"July 26, 2018",Varies with device,5672,High
TOOLS,26,2.2M,"5,000+",0,Everyone,"November 2, 2015",1.1,3942,Low
FAMILY,17753,16M,"1,000,000+",0,Everyone,"May 25, 2018",2.2.3172,4688,High
COMMUNICATION,66602,Varies with device,"50,000,000+",0,Everyone,"June 26, 2018",2.8.4.201036949,2665,High
PHOTOGRAPHY,78140,10M,"5,000,000+",0,Everyone,"February 11, 2018",5.5.2,5185,High
PHOTOGRAPHY,1022,3.8M,"100,000+",0,Everyone,"August 24, 2016",2.0,4889,Low
GAME,152395,14M,"10,000,000+",0,Everyone 10+,"July 22, 2016",1.1.9,3217,High
TRAVEL_AND_LOCAL,32862,14M,"10,000,000+",0,Everyone,"December 6, 2016",5.10.6.2.8466393,389,Low
HEALTH_AND_FITNESS,5,59M,"1,000+",0,Everyone,"January 23, 2018",3.5.1,238,Low
WEATHER,2053404,Varies with device,"50,000,000+",0,Everyone,"August 6, 2018",Varies with device,481,High
VIDEO_PLAYERS,1215,23M,"100,000+",0,Everyone 10+,"July 20, 2018",1.5.4,9330,High
PHOTOGRAPHY,823109,Varies with device,"50,000,000+",0,Everyone,"June 29, 2018",2.19.0.201907232,7893,High
FAMILY,5,2.5M,"1,000+",0,Mature 17+,"June 11, 2015",4.1,1025,Low
TOOLS,2674051,26M,"50,000,000+",0,Everyone,"August 6, 2018",2.1.69,6082,High
COMICS,29839,29M,"1,000,000+",0,Teen,"July 31, 2018",4.1.0,8268,High
FAMILY,23682,9.8M,"1,000,000+",0,Teen,"June 14, 2018",6.2,1782,Low
COMMUNICATION,63543,Varies with device,"5,000,000+",0,Everyone,"August 2, 2018",69.0.3497.24,2531,High
ENTERTAINMENT,407698,Varies with device,"10,000,000+",0,Teen,"July 27, 2018",Varies with device,8849,High
SOCIAL,3895,Varies with device,"1,000,000+",0,Teen,"June 27, 2018",176.0.0.29.0,4330,High
GAME,29990,96M,"1,000,000+",0,Teen,"December 8, 2017",Varies with device,8369,Low
MAPS_AND_NAVIGATION,286454,3.7M,"10,000,000+",0,Everyone,"August 9, 2016",2.1.2,2654,High
PHOTOGRAPHY,10847682,Varies with device,"1,000,000,000+",0,Everyone,"August 1, 2018",Varies with device,4937,High
GAME,396090,26M,"10,000,000+",0,Teen,"May 30, 2018",1.7.0,8323,High
FAMILY,66661,22M,"5,000,000+",0,Everyone,"February 2, 2018",5.2,6293,High
AUTO_AND_VEHICLES,271920,16M,"10,000,000+",0,Teen,"July 11, 2018",Varies with device,714,High
COMMUNICATION,40241,Varies with device,"5,000,000+",0,Everyone,"June 30, 2018",1.0.52,1757,High
HEALTH_AND_FITNESS,1,12M,50+,0,Everyone,"April 9, 2018",1.0.8.506,5957,High
GAME,141,19M,"10,000+",0,Everyone,"May 26, 2018",1.0.6,889,Low
FINANCE,495,12M,"5,000+",0,Everyone,"May 1, 2018",5.7.1.0,4464,High
GAME,4448791,67M,"100,000,000+",0,Everyone 10+,"July 31, 2018",2.347.225742,7302,High
NEWS_AND_MAGAZINES,697,5.7M,"50,000+",0,Everyone,"April 8, 2017",2.4,6022,High
FAMILY,7461,31M,"1,000,000+",0,Everyone,"May 20, 2018",4.2.1,1014,High
GAME,8537,29M,"100,000+",0,Everyone 10+,"November 3, 2015",1.1.4,3443,High
LIBRARIES_AND_DEMO,58,15M,"10,000+",0,Everyone,"July 6, 2018",1.0,7259,High
GAME,416,16M,"10,000+",$2.99,Teen,"January 12, 2017",1.0.5,7467,High
PHOTOGRAPHY,50893,35M,"1,000,000+",0,Everyone,"November 20, 2014",1.0.6,547,High
GAME,46416,73M,"10,000,000+",0,Everyone,"July 23, 2018",1.0.8,3448,High
SPORTS,2020,84M,"100,000+",0,Everyone,"May 24, 2018",4.4.0,9279,High
BUSINESS,9,3.4M,"1,000+",0,Everyone,"June 9, 2017",1.1.12,8783,Low
TOOLS,474439,7.9M,"10,000,000+",0,Everyone,"June 26, 2018",6.1.7.5,7928,High
GAME,1889250,Varies with device,"50,000,000+",0,Everyone,"July 23, 2018",5423,8547,High
GAME,201426,80M,"5,000,000+",0,Teen,"August 2, 2018",1.0.6,2735,High
GAME,26649,66M,"5,000,000+",0,Teen,"August 5, 2018",1.2,3285,High
TOOLS,444,1.6M,"100,000+",0,Everyone,"July 14, 2017",1.0,8823,High
GAME,12846,14M,"1,000,000+",0,Teen,"December 29, 2017",3.3,8322,Low
ENTERTAINMENT,2639,8.5M,"100,000+",0,Everyone,"February 7, 2018",2.9.43,6058,Low
PRODUCTIVITY,349151,Varies with device,"50,000,000+",0,Everyone,"August 1, 2018",Varies with device,7230,High
TOOLS,631,Varies with device,"100,000+",0,Everyone,"September 22, 2016",Varies with device,411,High
LIFESTYLE,18,24M,"1,000+",0,Everyone,"March 28, 2018",4.0.2,3681,High
SPORTS,288809,6.6M,"10,000,000+",0,Everyone,"September 27, 2017",2.5.1,8968,High
BUSINESS,148945,25M,"1,000,000+",0,Everyone,"July 19, 2018",5.2.8,5488,High
FAMILY,17069,94M,"500,000+",0,Everyone 10+,"August 1, 2018",1.0.17.2,5818,High
GAME,29445,29M,"5,000,000+",0,Everyone,"May 11, 2018",14.0,7763,High
TOOLS,1456,15M,"50,000+",0,Everyone,"November 14, 2016",1.2,4210,High
FINANCE,460,6.1M,"100,000+",0,Everyone,"July 16, 2018",1.6,3752,Low
GAME,182,41M,"50,000+",0,Teen,"March 1, 2018",2.1,3281,Low
HEALTH_AND_FITNESS,27393,59M,"1,000,000+",0,Mature 17+,"July 16, 2018",6.5.3,9021,High
SOCIAL,8,4.4M,100+,0,Teen,"July 14, 2017",0.0.9,4027,High
SPORTS,521081,Varies with device,"10,000,000+",0,Everyone 10+,"July 19, 2018",Varies with device,3730,High
COMMUNICATION,124346,695k,"10,000,000+",0,Everyone,"July 6, 2014",2.8,4760,High
ENTERTAINMENT,21867,39M,"1,000,000+",0,Teen,"July 12, 2018",2.19.0,2536,High
